ticker,trade_date,open_price,high_price,low_price,close_price,adjusted_close,volume
AAPL,2021-12-28,1126.79,1137.28,1120.11,1127.86,1127.86,3574310
AAPL,2021-12-29,1128.16,1135.35,1117.49,1133.38,1133.38,1988412
AAPL,2021-12-30,1129.52,1141.3,1128.15,1137.92,1137.92,2347583
AAPL,2021-12-31,1134.3,1148.78,1128.05,1140.88,1140.88,3221454
AAPL,2022-01-03,1143.38,1154.77,1135.77,1137.17,1137.17,3601302
AAPL,2022-01-04,1133.75,1139.72,1122.73,1137.84,1137.84,2030731
AAPL,2022-01-05,1137.41,1154.43,1133.64,1145.79,1145.79,2701973
AAPL,2022-01-06,1144.03,1155.34,1130.08,1141.07,1141.07,4468125
AAPL,2022-01-07,1141.97,1150.57,1134.16,1140.57,1140.57,4493692
AAPL,2022-01-10,1145.14,1149.14,1138.01,1143.35,1143.35,4649453
AAPL,2022-01-11,1140.04,1150.48,1136.16,1142.84,1142.84,1526270
AAPL,2022-01-12,1145.31,1157.7,1136.31,1154.68,1154.68,4885580
AAPL,2022-01-13,1151.0,1165.45,1142.05,1159.15,1159.15,4482999
AAPL,2022-01-14,1158.52,1163.77,1153.12,1158.86,1158.86,1654095
AAPL,2022-01-17,1157.6,1172.35,1152.87,1168.47,1168.47,2300760
AAPL,2022-01-18,1171.66,1183.06,1156.13,1163.01,1163.01,1944201
AAPL,2022-01-19,1158.05,1164.63,1142.39,1150.4,1150.4,4315533
AAPL,2022-01-20,1149.61,1157.14,1139.67,1143.83,1143.83,1668167
AAPL,2022-01-21,1140.03,1148.73,1124.92,1129.47,1129.47,2898523
AAPL,2022-01-24,1133.35,1147.43,1130.88,1140.28,1140.28,1823364
AAPL,2022-01-25,1135.86,1137.58,1124.72,1130.63,1130.63,4746422
AAPL,2022-01-26,1125.42,1131.12,1115.13,1116.91,1116.91,2264624
AAPL,2022-01-27,1116.99,1119.6,1105.51,1106.75,1106.75,4860474
AAPL,2022-01-28,1101.27,1118.73,1098.86,1111.22,1111.22,2818959
AAPL,2022-01-31,1111.4,1119.18,1101.43,1111.15,1111.15,1119894
AAPL,2022-02-01,1109.02,1116.69,1104.65,1113.56,1113.56,4879648
AAPL,2022-02-02,1109.03,1118.42,1106.61,1112.86,1112.86,1708599
AAPL,2022-02-03,1115.01,1133.21,1110.71,1122.55,1122.55,2988699
AAPL,2022-02-04,1123.87,1139.11,1112.94,1132.16,1132.16,4723794
AAPL,2022-02-07,1134.31,1141.66,1129.69,1138.31,1138.31,2575457
AAPL,2022-02-08,1140.03,1147.92,1129.92,1131.06,1131.06,1192848
AAPL,2022-02-09,1136.46,1146.5,1130.99,1134.34,1134.34,3268065
AAPL,2022-02-10,1137.05,1150.97,1129.02,1145.66,1145.66,3670373
AAPL,2022-02-11,1149.18,1164.66,1142.2,1155.21,1155.21,4271336
AAPL,2022-02-14,1150.82,1153.06,1142.68,1151.85,1151.85,2465846
AAPL,2022-02-15,1150.65,1160.34,1143.79,1155.15,1155.15,1950176
AAPL,2022-02-16,1153.69,1155.6,1142.15,1147.39,1147.39,3672851
AAPL,2022-02-17,1148.76,1153.84,1145.37,1147.92,1147.92,3076327
AAPL,2022-02-18,1147.69,1152.36,1129.32,1136.8,1136.8,2595291
AAPL,2022-02-21,1137.71,1145.84,1134.16,1138.47,1138.47,4251942
AAPL,2022-02-22,1140.96,1152.69,1131.56,1151.35,1151.35,1030251
AAPL,2022-02-23,1153.05,1165.94,1151.14,1162.23,1162.23,1241069
AAPL,2022-02-24,1167.28,1169.51,1157.26,1163.81,1163.81,2027106
AAPL,2022-02-25,1161.31,1170.86,1150.88,1156.83,1156.83,2245230
AAPL,2022-02-28,1158.11,1167.13,1150.84,1163.12,1163.12,1487544
AAPL,2022-03-01,1159.41,1166.67,1153.29,1163.61,1163.61,3836185
AAPL,2022-03-02,1159.03,1164.43,1157.49,1160.59,1160.59,2934182
AAPL,2022-03-03,1164.15,1166.94,1159.14,1165.31,1165.31,4805613
AAPL,2022-03-04,1166.5,1184.46,1157.23,1173.95,1173.95,1848179
AAPL,2022-03-07,1175.25,1185.31,1170.93,1173.16,1173.16,2413685
AAPL,2022-03-08,1170.07,1180.72,1167.03,1176.64,1176.64,2694953
AAPL,2022-03-09,1178.61,1186.4,1162.13,1169.07,1169.07,3346433
AAPL,2022-03-10,1165.19,1180.97,1155.81,1170.71,1170.71,1382858
AAPL,2022-03-11,1165.13,1176.0,1159.22,1168.44,1168.44,1927788
AAPL,2022-03-14,1167.17,1175.77,1165.87,1169.37,1169.37,1545759
AAPL,2022-03-15,1171.66,1177.34,1165.27,1169.41,1169.41,3769744
AAPL,2022-03-16,1175.16,1177.43,1162.36,1166.42,1166.42,3313547
AAPL,2022-03-17,1163.79,1165.85,1151.75,1154.0,1154.0,1767469
AAPL,2022-03-18,1151.96,1156.79,1134.92,1145.66,1145.66,3076239
AAPL,2022-03-21,1140.71,1151.12,1134.85,1147.56,1147.56,4520316
AAPL,2022-03-22,1149.29,1154.56,1141.25,1150.05,1150.05,3677947
AAPL,2022-03-23,1155.74,1166.46,1151.78,1159.48,1159.48,2860822
AAPL,2022-03-24,1154.38,1166.93,1144.65,1155.81,1155.81,3760019
AAPL,2022-03-25,1152.36,1155.34,1145.51,1153.18,1153.18,4024653
AAPL,2022-03-28,1151.43,1164.65,1149.52,1155.22,1155.22,1938568
AAPL,2022-03-29,1154.06,1165.52,1144.14,1146.04,1146.04,3159828
AAPL,2022-03-30,1149.96,1158.05,1139.38,1150.44,1150.44,4021081
AAPL,2022-03-31,1146.16,1162.9,1142.01,1153.63,1153.63,1144641
AAPL,2022-04-01,1151.36,1156.24,1135.35,1145.9,1145.9,4747831
AAPL,2022-04-04,1146.52,1151.76,1135.24,1142.06,1142.06,3402377
AAPL,2022-04-05,1142.24,1158.13,1141.02,1151.82,1151.82,4405699
AAPL,2022-04-06,1148.46,1160.73,1145.43,1158.36,1158.36,2522493
AAPL,2022-04-07,1162.73,1180.96,1159.37,1171.29,1171.29,2218716
AAPL,2022-04-08,1166.38,1169.37,1159.76,1164.12,1164.12,2384398
AAPL,2022-04-11,1169.66,1182.81,1159.36,1172.95,1172.95,4448057
AAPL,2022-04-12,1177.91,1185.52,1173.94,1177.61,1177.61,1699354
AAPL,2022-04-13,1177.64,1180.37,1167.39,1175.25,1175.25,1272689
